decision_cycle_id,run_id,symbol,regime,session,action,guard_name,guard_decision,pnl_r,mfe_r,mae_r,quality_score,quality_label,warnings
dc_bt_572861d43fc84d13,qb_run_20260425T055556Z_45ea944c,,trend,Asia,,max_trades_per_session,BLOCK,,,,0,UNKNOWN,
dc_bt_95e2e700929c415f,qb_run_20260425T055556Z_45ea944c,,compression,Asia,,regime_profile,BLOCK,,,,0,UNKNOWN,
dc_bt_fa03a8fccb6a49b3,qb_run_20260425T055556Z_45ea944c,,compression,Asia,,regime_profile,BLOCK,,,,0,UNKNOWN,
dc_bt_20fdafa6c8a44028,qb_run_20260425T055556Z_45ea944c,,compression,Asia,,regime_profile,BLOCK,,,,0,UNKNOWN,
dc_bt_ab3357094f31456f,qb_run_20260425T055556Z_45ea944c,,compression,Asia,,regime_profile,BLOCK,,,,0,UNKNOWN,
dc_bt_522fa505bf654c35,qb_run_20260425T055556Z_45ea944c,,compression,Asia,,regime_profile,BLOCK,,,,0,UNKNOWN,
dc_bt_03573f6a55124c20,qb_run_20260425T055556Z_45ea944c,,expansion,Asia,,backtest_pipeline,ALLOW,-1.0,,1.2463624145386445,-2,LOW_QUALITY,
dc_bt_dcd4766cd28d483a,qb_run_20260425T055556Z_45ea944c,,expansion,Asia,,backtest_pipeline,ALLOW,-1.0,0.19590958019375784,1.3250269106566936,-2,LOW_QUALITY,
dc_bt_f803dbf7f17c44be,qb_run_20260425T055556Z_45ea944c,,expansion,Asia,,backtest_pipeline,ALLOW,-1.0,0.07729316192121818,1.7225333228173096,-2,LOW_QUALITY,
dc_bt_1d0da044ba524cf5,qb_run_20260425T055556Z_45ea944c,,expansion,Asia,,daily_loss_cap,BLOCK,,,,0,UNKNOWN,
dc_bt_2c0a89317f5b4bb3,qb_run_20260425T055556Z_45ea944c,,expansion,Asia,,daily_loss_cap,BLOCK,,,,0,UNKNOWN,
dc_bt_46c961d0ddaa4655,qb_run_20260425T055556Z_45ea944c,,expansion,New York,,daily_loss_cap,BLOCK,,,,0,UNKNOWN,
dc_bt_a1330172962d4962,qb_run_20260425T055556Z_45ea944c,,trend,New York,,daily_loss_cap,BLOCK,,,,0,UNKNOWN,
dc_bt_67086bd812ab478d,qb_run_20260425T055556Z_45ea944c,,trend,Overlap,,backtest_pipeline,ALLOW,2.0,2.5420749015657846,0.08973537221865215,3,HIGH_QUALITY,
